iter	CrossEntropy
1505	0.4428179932
1506	0.4427958984
1507	0.4427818604
1508	0.4427628784
1509	0.4427350464
1510	0.4427220459
1511	0.4427006531
1512	0.4426854248
1513	0.4426646729
1514	0.4426419067
1515	0.4426282959
1516	0.4426032104
1517	0.4425874023
1518	0.4425765076
1519	0.4425540771
1520	0.4425321045
1521	0.442516449
1522	0.4424923096
1523	0.4424667969
1524	0.4424401855
1525	0.4424182739
1526	0.442395752
1527	0.4423764038
1528	0.4423474121
1529	0.442336731
1530	0.4423180237
1531	0.442295105
1532	0.4422750244
1533	0.4422648315
1534	0.4422444458
1535	0.4422207947
1536	0.4422007141
1537	0.4421865845
1538	0.4421638184
1539	0.4421459351
1540	0.4421323242
1541	0.4421052246
1542	0.4420782776
1543	0.4420552368
1544	0.4420336304
1545	0.4420143738
1546	0.4419974976
1547	0.441972168
1548	0.4419434814
1549	0.4419243469
1550	0.4419015503
1551	0.4418808289
1552	0.4418565674
1553	0.4418392334
1554	0.4418124084
1555	0.4417888184
1556	0.4417632446
1557	0.441743103
1558	0.4417278442
1559	0.4417108765
1560	0.4416889648
1561	0.4416692505
1562	0.4416387329
1563	0.4416124573
1564	0.4415924072
1565	0.4415672607
1566	0.4415498352
1567	0.4415249634
1568	0.4415011597
1569	0.4414750671
1570	0.4414512939
1571	0.4414345093
1572	0.4414117432
1573	0.4413883667
1574	0.4413695068
1575	0.4413519592
1576	0.441325592
1577	0.441307251
1578	0.4412908936
1579	0.4412720947
1580	0.4412533569
1581	0.4412349243
1582	0.4412072754
1583	0.4411902466
1584	0.4411625977
1585	0.4411380005
1586	0.4411161499
1587	0.4410995789
1588	0.4410803833
1589	0.4410628052
1590	0.4410320435
1591	0.4410067749
1592	0.4409891663
1593	0.4409746704
1594	0.4409597168
1595	0.4409398804
1596	0.4409251709
1597	0.4409083862
1598	0.4408846436
1599	0.4408703918
1600	0.4408572388
1601	0.4408444214
1602	0.4408183289
1603	0.4408039551
1604	0.4407772522
1605	0.4407536926
1606	0.4407295532
1607	0.4407138367
1608	0.4406842041
1609	0.4406659546
1610	0.4406434021
1611	0.4406265259
1612	0.4406142578
1613	0.4405997314
1614	0.4405738831
1615	0.4405493774
1616	0.4405296021
1617	0.44050354
1618	0.440480896
1619	0.4404703369
1620	0.4404484863
1621	0.4404283447
1622	0.4404094238
1623	0.4403948669
1624	0.4403830566
1625	0.4403675537
1626	0.4403475342
1627	0.440322876
1628	0.4403014832
1629	0.4402859497
1630	0.4402687988
1631	0.4402506104
1632	0.4402345886
1633	0.4402227173
1634	0.4401982422
1635	0.4401761475
1636	0.4401620483
1637	0.4401482239
1638	0.4401268311
1639	0.440109314
1640	0.440088562
1641	0.440071167
1642	0.4400454102
1643	0.4400289917
1644	0.4400123291
1645	0.4399923706
1646	0.4399784851
1647	0.4399509888
1648	0.4399278564
1649	0.4399055786
1650	0.4398878784
1651	0.4398701172
1652	0.4398450317
1653	0.4398268433
1654	0.43981073
1655	0.4397938232
1656	0.4397765503
1657	0.4397663269
1658	0.4397510376
1659	0.4397277222
1660	0.4397045593
1661	0.4396770325
1662	0.4396601868
1663	0.4396461792
1664	0.4396244812
1665	0.4395982666
1666	0.439586792
1667	0.439563446
1668	0.4395437317
1669	0.4395212402
1670	0.439493042
1671	0.4394718018
1672	0.439453064
1673	0.4394257202
1674	0.4394077148
1675	0.439394989
1676	0.4393738403
1677	0.4393537598
1678	0.4393399048
1679	0.4393199463
1680	0.4393019409
1681	0.4392776794
1682	0.4392646484
1683	0.4392434387
1684	0.4392302246
1685	0.439203064
1686	0.4391862793
1687	0.4391682739
1688	0.4391513672
1689	0.4391270142
1690	0.4391095276
1691	0.4390880432
1692	0.4390641174
1693	0.4390456848
1694	0.4390286865
1695	0.4390141602
1696	0.4389978333
1697	0.4389864807
1698	0.4389662781
1699	0.4389524231
1700	0.4389266663
1701	0.4389020081
1702	0.4388815918
1703	0.4388632813
1704	0.4388429565
1705	0.4388267212
1706	0.4387998047
1707	0.4387802734
1708	0.4387690125
1709	0.438757782
1710	0.4387420959
1711	0.4387234192
1712	0.4387091064
1713	0.4386814575
1714	0.4386655884
1715	0.4386417847
1716	0.4386242065
1717	0.4386018677
1718	0.4385827026
1719	0.4385768127
1720	0.438559021
1721	0.4385346069
1722	0.4385232239
1723	0.4385085449
1724	0.4384843445
1725	0.4384654541
1726	0.4384587708
1727	0.4384414368
1728	0.4384222107
1729	0.4384060364
1730	0.4383904419
1731	0.4383770752
1732	0.4383550415
1733	0.4383412476
1734	0.4383097534
1735	0.4382919312
1736	0.4382789917
1737	0.4382553711
1738	0.4382388306
1739	0.4382233887
1740	0.4382043457
1741	0.4381878052
1742	0.438168396
1743	0.438146698
1744	0.4381265259
1745	0.4381060791
1746	0.4380883179
1747	0.4380699463
1748	0.4380542603
1749	0.4380404053
1750	0.4380228882
1751	0.4380046082
1752	0.4379927368
1753	0.4379727173
1754	0.437958313
1755	0.4379347229
1756	0.4379108276
1757	0.4378988647
1758	0.4378771362
1759	0.437852356
1760	0.4378317261
1761	0.4378130493
1762	0.4377872314
1763	0.4377597046
1764	0.4377362671
1765	0.4377189941
1766	0.437696167
1767	0.4376758423
1768	0.4376472473
1769	0.4376348877
1770	0.4376035767
1771	0.4375835876
1772	0.4375629272
1773	0.437547699
1774	0.4375316162
1775	0.4375155029
1776	0.4374958801
1777	0.4374806824
1778	0.4374584656
1779	0.4374387512
1780	0.4374154968
1781	0.4373949585
1782	0.4373756714
1783	0.4373523865
1784	0.4373198853
1785	0.437303772
1786	0.4372902222
1787	0.4372669067
1788	0.4372500916
1789	0.4372279053
1790	0.43720401
1791	0.4371878052
1792	0.4371635742
1793	0.4371463013
1794	0.4371239624
1795	0.4371078186
1796	0.4370823975
1797	0.4370668945
1798	0.4370518494
1799	0.4370281982
1800	0.4370130005
1801	0.4369996948
1802	0.4369804688
1803	0.4369647827
1804	0.4369467163
1805	0.4369209595
1806	0.4368862915
1807	0.4368683472
1808	0.436847168
1809	0.4368225708
1810	0.4368044434
1811	0.4367912292
1812	0.436765564
1813	0.43674823
1814	0.4367213135
1815	0.436700592
1816	0.4366816406
1817	0.4366660767
1818	0.4366356812
1819	0.4366117554
1820	0.4365831299
1821	0.4365667114
1822	0.4365501099
1823	0.4365271606
1824	0.4365156555
1825	0.4365025024
1826	0.4364798889
1827	0.4364510803
1828	0.4364334717
1829	0.4364153748
1830	0.4363980103
1831	0.4363725891
1832	0.4363467407
1833	0.4363330383
1834	0.4363051147
1835	0.4362831421
1836	0.4362612305
1837	0.4362379761
1838	0.4362243652
1839	0.4362028809
1840	0.4361839294
1841	0.4361639709
1842	0.4361408997
1843	0.4361247559
1844	0.4361109619
1845	0.4360900879
1846	0.4360755005
1847	0.4360564575
1848	0.4360336304
1849	0.4360236206
1850	0.4360008545
1851	0.435984314
1852	0.4359662781
1853	0.4359569702
1854	0.4359366455
1855	0.4359104004
1856	0.4358947449
1857	0.4358788147
1858	0.4358631897
1859	0.435836792
1860	0.4358237
1861	0.4358070068
1862	0.4357873535
1863	0.4357677307
1864	0.4357512817
1865	0.4357313843
1866	0.4357191467
1867	0.4356972961
1868	0.4356784973
1869	0.4356611023
1870	0.4356357422
1871	0.4356180725
1872	0.4356015015
1873	0.4355828247
1874	0.4355535889
1875	0.4355303955
1876	0.4355080872
1877	0.4354921265
1878	0.4354804077
1879	0.4354621277
1880	0.435444397
1881	0.4354233398
1882	0.435406311
1883	0.4353885498
1884	0.435368103
1885	0.4353543091
1886	0.4353328857
1887	0.435314209
1888	0.4353015747
1889	0.4352828369
1890	0.4352697449
1891	0.4352555542
1892	0.4352405701
1893	0.4352150879
1894	0.4351917114
1895	0.4351668701
1896	0.4351397705
1897	0.435121582
1898	0.4351032715
1899	0.4350862427
1900	0.4350680847
1901	0.4350447388
1902	0.4350281372
1903	0.4350115051
1904	0.4349911804
1905	0.4349765625
1906	0.4349642029
1907	0.4349452515
1908	0.4349249268
1909	0.4349048462
1910	0.4348870239
1911	0.4348636475
1912	0.4348378906
1913	0.4348208008
1914	0.4348099365
1915	0.4347890625
1916	0.4347732849
1917	0.4347567139
1918	0.4347399597
1919	0.4347198486
1920	0.4347003784
1921	0.4346876526
1922	0.4346682129
1923	0.4346458435
1924	0.4346175842
1925	0.4346011047
1926	0.4345838623
1927	0.434555603
1928	0.4345252075
1929	0.4345067444
1930	0.4344842529
1931	0.4344638062
1932	0.4344494019
1933	0.4344273682
1934	0.4344118652
1935	0.4343861084
1936	0.4343582153
1937	0.4343387451
1938	0.4343262024
1939	0.434303833
1940	0.4342822876
1941	0.4342626953
1942	0.4342478027
1943	0.4342338867
1944	0.4342172241
1945	0.4341918335
1946	0.434170105
1947	0.434145874
1948	0.4341356201
1949	0.434116272
1950	0.4341062012
1951	0.4340865479
1952	0.4340648499
1953	0.4340472412
1954	0.4340319214
1955	0.4340135803
1956	0.4339982605
1957	0.433977356
1958	0.4339610596
1959	0.4339384766
1960	0.4339179077
1961	0.4338946838
1962	0.4338791809
1963	0.4338682251
1964	0.4338548279
1965	0.4338293762
1966	0.433813446
1967	0.4337964478
1968	0.4337764282
1969	0.4337546997
1970	0.4337362976
1971	0.4337108765
1972	0.4336938782
1973	0.4336821289
1974	0.4336558838
1975	0.4336358032
1976	0.4336160278
1977	0.4335881348
1978	0.4335643005
1979	0.4335463257
1980	0.4335343018
1981	0.4335148315
1982	0.4334975281
1983	0.4334794922
1984	0.4334645996
1985	0.4334497375
1986	0.4334381104
1987	0.4334196472
1988	0.4334008789
1989	0.4333800659
1990	0.4333641968
1991	0.4333439331
1992	0.4333261719
1993	0.4333132935
1994	0.4332890625
1995	0.4332751465
1996	0.4332595825
1997	0.4332427368
1998	0.4332269592
1999	0.4332084656
2000	0.4331885986
2001	0.4331712341
2002	0.433153717
2003	0.4331378174
2004	0.4331183472
2005	0.4330971985
2006	0.4330842896
2007	0.4330607605
2008	0.4330401001
2009	0.4330203247
2010	0.4330001831
2011	0.4329851074
2012	0.4329639282
2013	0.4329456787
2014	0.4329273376
2015	0.4329048157
2016	0.4328890076
2017	0.4328732605
2018	0.4328514099
2019	0.4328312073
2020	0.432813385
2021	0.432798584
2022	0.4327768555
2023	0.4327543335
2024	0.4327342529
2025	0.432717865
2026	0.4326986084
2027	0.4326689148
2028	0.4326560364
2029	0.4326401367
2030	0.4326219177
2031	0.4326031494
2032	0.4325814819
2033	0.4325652466
2034	0.4325514526
2035	0.4325341797
2036	0.4325206299
2037	0.4325099182
2038	0.4324898071
2039	0.4324763794
2040	0.4324592896
2041	0.4324415283
2042	0.432421051
2043	0.4324114075
2044	0.4323964233
2045	0.4323816833
2046	0.4323598022
2047	0.4323463135
2048	0.4323330078
2049	0.432315979
2050	0.4322921448
2051	0.4322789307
2052	0.432256958
2053	0.4322414551
2054	0.4322132263
2055	0.4321923828
2056	0.4321772461
2057	0.4321523743
2058	0.4321422729
2059	0.4321212769
2060	0.4321061401
2061	0.4320858765
2062	0.4320694885
2063	0.4320621338
2064	0.4320449219
2065	0.432034729
2066	0.4320112305
2067	0.4319941406
2068	0.4319709778
2069	0.4319584351
2070	0.431932373
2071	0.4319121704
2072	0.4318876648
2073	0.4318649292
2074	0.4318446655
2075	0.4318309326
2076	0.4318085327
2077	0.4317963257
2078	0.4317660522
2079	0.4317453918
2080	0.4317240601
2081	0.431694458
2082	0.4316733398
2083	0.4316490784
2084	0.4316317749
2085	0.4316133423
2086	0.4315952759
2087	0.4315739441
2088	0.4315625916
2089	0.4315418396
2090	0.4315255737
2091	0.4315007324
2092	0.43148349
2093	0.4314632568
2094	0.4314456787
2095	0.4314281006
2096	0.4314165955
2097	0.4314005432
2098	0.4313814697
2099	0.4313643799
2100	0.4313467407
2101	0.4313317871
2102	0.4313109436
2103	0.4312885132
2104	0.4312696228
2105	0.4312499084
2106	0.4312331543
2107	0.4312016296
2108	0.4311871338
2109	0.4311668701
2110	0.431151062
2111	0.4311298218
2112	0.4311154175
2113	0.4310942993
2114	0.4310801086
2115	0.4310656738
2116	0.4310515442
2117	0.4310367737
2118	0.4310172424
2119	0.4310073547
2120	0.4309901733
2121	0.4309697266
2122	0.4309571533
2123	0.4309381714
2124	0.4309174805
2125	0.430894165
2126	0.4308734741
2127	0.4308527222
2128	0.4308380127
2129	0.4308146973
2130	0.4307926025
2131	0.4307717285
2132	0.4307545471
2133	0.4307380981
2134	0.4307243042
2135	0.4307073059
2136	0.4306873474
2137	0.4306542358
2138	0.4306318359
2139	0.4306174927
2140	0.4306063232
2141	0.4305834045
2142	0.4305594177
2143	0.4305413513
2144	0.4305197449
2145	0.4304932556
2146	0.4304764404
2147	0.4304580078
2148	0.4304351807
2149	0.4304139099
2150	0.4304007874
2151	0.4303854065
2152	0.4303674316
2153	0.4303509521
2154	0.4303347778
2155	0.430311615
2156	0.4302968445
2157	0.4302828369
2158	0.4302681885
2159	0.4302545776
2160	0.4302387085
2161	0.4302218323
2162	0.4301929932
2163	0.4301750488
2164	0.4301509399
2165	0.4301298828
2166	0.4301126099
2167	0.4300942078
2168	0.4300724487
2169	0.4300518494
2170	0.4300374756
2171	0.4300142517
2172	0.4299906006
2173	0.4299747925
2174	0.4299584656
2175	0.4299445801
2176	0.4299154053
2177	0.4298902893
2178	0.4298756104
2179	0.4298616333
2180	0.4298398438
2181	0.4298287964
2182	0.4298036499
2183	0.4297905579
2184	0.4297735291
2185	0.4297590332
2186	0.4297390442
2187	0.4297232056
2188	0.4297067261
2189	0.4296931763
2190	0.4296765137
2191	0.4296582336
2192	0.4296387939
2193	0.4296215515
2194	0.4296087036
2195	0.4295948486
2196	0.42957724
2197	0.4295518188
2198	0.4295297241
2199	0.4295158081
2200	0.4295003052
2201	0.429479126
2202	0.4294622803
2203	0.4294442139
2204	0.4294097595
2205	0.4293965149
2206	0.4293785095
2207	0.4293589478
2208	0.4293390198
2209	0.4293232422
2210	0.4293059082
2211	0.4292821655
2212	0.4292667236
2213	0.4292540588
2214	0.4292399292
2215	0.4292154846
2216	0.4291972656
2217	0.4291809082
2218	0.4291670532
2219	0.4291512756
2220	0.4291333313
2221	0.4291121216
2222	0.4290982056
2223	0.4290814819
2224	0.4290626831
2225	0.4290462952
2226	0.4290343018
2227	0.429013855
2228	0.4289924316
2229	0.4289709778
2230	0.4289577026
2231	0.4289405518
2232	0.4289218445
2233	0.4289074707
2234	0.428885498
2235	0.4288674927
2236	0.4288332214
2237	0.4288201599
2238	0.4288058472
2239	0.4287800903
2240	0.428762085
2241	0.4287471313
2242	0.4287217407
2243	0.4287053833
2244	0.4286893311
2245	0.4286752319
2246	0.428657959
2247	0.4286433716
2248	0.4286213989
2249	0.4286038513
2250	0.4285856934
2251	0.4285631714
2252	0.4285473938
2253	0.4285258179
2254	0.4285004578
2255	0.4284904175
2256	0.4284744263
2257	0.4284504395
2258	0.4284335022
2259	0.4284163818
2260	0.4284006348
2261	0.4283769531
2262	0.4283651123
2263	0.4283414307
2264	0.4283099365
2265	0.4282992859
2266	0.4282798157
2267	0.4282657471
2268	0.4282510071
2269	0.4282348633
2270	0.4282114563
2271	0.4281912231
2272	0.4281766663
2273	0.4281624756
2274	0.4281459351
2275	0.4281277466
2276	0.4281090088
2277	0.4280910645
2278	0.4280758057
2279	0.4280628357
2280	0.4280411377
2281	0.428020813
2282	0.4280012207
2283	0.4279873657
2284	0.4279719238
2285	0.4279473572
2286	0.4279367676
2287	0.4279142456
2288	0.4278961792
2289	0.4278782654
2290	0.4278572998
2291	0.4278365479
2292	0.4278180237
2293	0.4278051147
2294	0.4277890015
2295	0.4277698059
2296	0.4277441406
2297	0.4277268372
2298	0.4277091064
2299	0.4276911926
2300	0.4276724548
2301	0.4276608582
2302	0.4276419983
2303	0.4276220703
2304	0.4276080017
2305	0.4275939026
2306	0.4275698853
2307	0.4275477905
2308	0.4275254517
2309	0.4275020142
2310	0.427484375
2311	0.42746875
2312	0.4274443359
2313	0.4274326172
2314	0.4274189453
2315	0.4274035034
2316	0.4273890381
2317	0.4273713989
2318	0.4273531189
2319	0.4273327332
2320	0.4273087158
2321	0.4272887573
2322	0.4272705078
2323	0.4272546997
2324	0.4272410889
2325	0.4272241821
2326	0.4272026062
2327	0.4271859131
2328	0.4271716614
2329	0.4271540222
2330	0.4271417236
2331	0.4271220703
2332	0.4271070862
2333	0.4270940552
2334	0.4270725098
2335	0.427051239
2336	0.4270415039
2337	0.4270229187
2338	0.4269924927
2339	0.4269714966
2340	0.4269561157
2341	0.4269459229
2342	0.4269300537
2343	0.426899292
2344	0.4268810425
2345	0.4268706665
2346	0.42685495
2347	0.426836853
2348	0.4268198242
2349	0.4268023682
2350	0.4267903442
2351	0.4267733765
2352	0.4267528076
2353	0.4267355957
2354	0.4267144165
2355	0.4266968994
2356	0.4266799011
2357	0.4266539001
2358	0.4266426392
2359	0.4266231079
2360	0.4266096191
2361	0.4265868225
2362	0.4265725403
2363	0.4265566711
2364	0.4265283813
2365	0.4265076294
2366	0.4264874878
2367	0.4264698486
2368	0.4264536438
2369	0.4264396973
2370	0.4264180908
2371	0.4264046326
2372	0.4263934326
2373	0.4263728027
2374	0.4263538513
2375	0.4263392334
2376	0.4263144836
2377	0.4263027954
2378	0.426282074
2379	0.4262701111
2380	0.4262473755
2381	0.4262330322
2382	0.4262167969
2383	0.4261954346
2384	0.4261805725
2385	0.4261557922
2386	0.4261376343
2387	0.4261265869
2388	0.4261112366
2389	0.4260905762
2390	0.4260721436
2391	0.4260519714
2392	0.4260331421
2393	0.426014679
2394	0.4260015869
2395	0.4259861145
2396	0.4259674072
2397	0.4259421692
2398	0.4259246216
2399	0.4259056702
2400	0.4258916016
2401	0.4258800964
2402	0.4258585815
2403	0.4258457642
2404	0.4258232422
2405	0.4258018799
2406	0.4257888184
2407	0.4257719421
2408	0.4257574463
2409	0.4257355347
2410	0.4257182617
2411	0.4256942749
2412	0.4256774597
2413	0.425658783
2414	0.4256434326
2415	0.4256266785
2416	0.4256127014
2417	0.4255957642
2418	0.4255839233
2419	0.4255703735
2420	0.4255530396
2421	0.4255429382
2422	0.4255275269
2423	0.4255028687
2424	0.4254881592
2425	0.4254645386
2426	0.4254467163
2427	0.4254268188
2428	0.4254051514
2429	0.4253891907
2430	0.4253700562
2431	0.4253521729
2432	0.4253340454
2433	0.4253046875
2434	0.4252876587
2435	0.425271637
2436	0.4252522583
2437	0.4252358704
2438	0.4252171326
2439	0.4252000122
2440	0.425178894
2441	0.4251585999
2442	0.4251349792
2443	0.4251222229
2444	0.4251020508
2445	0.4250811157
2446	0.4250634155
2447	0.4250502625
2448	0.4250292358
2449	0.4249968872
2450	0.4249828491
2451	0.424965271
2452	0.4249487
2453	0.4249251709
2454	0.4249068604
2455	0.4248882751
2456	0.4248708496
2457	0.4248458252
2458	0.4248216553
2459	0.4248010254
2460	0.4247841797
2461	0.4247648621
2462	0.4247490845
2463	0.424732605
2464	0.4247168274
2465	0.4247006836
2466	0.4246780396
2467	0.4246560364
2468	0.4246353149
2469	0.4246204224
2470	0.4246008911
2471	0.4245864868
2472	0.4245710449
2473	0.4245543213
2474	0.424543396
2475	0.4245301514
2476	0.4245072327
2477	0.4244821472
2478	0.4244656982
2479	0.4244477844
2480	0.4244327393
2481	0.4244075317
2482	0.4243855591
2483	0.424360321
2484	0.4243433228
2485	0.4243238525
2486	0.424305603
2487	0.4242833862
2488	0.4242570801
2489	0.4242348022
2490	0.4242137756
2491	0.4241936646
2492	0.4241724243
2493	0.4241530762
2494	0.4241332397
2495	0.4241117859
2496	0.4240932617
2497	0.4240712891
2498	0.4240506287
2499	0.4240326233
2500	0.4240144958
2501	0.423994751
2502	0.4239725342
2503	0.4239563293
2504	0.4239309692
2505	0.423913208
2506	0.4238878174
2507	0.4238737793
2508	0.4238534546
2509	0.4238326111
2510	0.4238148193
2511	0.42379953
2512	0.423776001
2513	0.423750061
2514	0.4237288818
2515	0.4237146912
2516	0.4236922913
2517	0.4236713867
2518	0.4236487122
2519	0.4236295166
2520	0.4236036072
2521	0.4235846252
2522	0.423569397
2523	0.4235526123
2524	0.4235343933
2525	0.4235170898
2526	0.4234942932
2527	0.4234746399
2528	0.4234468384
2529	0.4234196167
2530	0.4233946228
2531	0.4233806763
2532	0.4233635864
2533	0.4233475037
2534	0.4233309326
2535	0.4233101196
2536	0.4232886658
2537	0.4232672424
2538	0.423253418
2539	0.4232344971
2540	0.4232173462
2541	0.4231932983
2542	0.4231689453
2543	0.4231515808
2544	0.4231253967
2545	0.4231102905
2546	0.4230915527
2547	0.4230759888
2548	0.4230552368
2549	0.4230391235
2550	0.4230209045
2551	0.4230004883
2552	0.4229771118
2553	0.4229553833
2554	0.4229403076
2555	0.4229200134
2556	0.4229032593
2557	0.4228876038
2558	0.4228689575
2559	0.4228530273
2560	0.4228349915
2561	0.4228053894
2562	0.4227847595
2563	0.4227699585
2564	0.4227553711
2565	0.4227345581
2566	0.4227072144
2567	0.4226867981
2568	0.4226586609
2569	0.42264328
2570	0.4226191711
2571	0.4225964966
2572	0.4225723877
2573	0.4225576782
2574	0.4225227661
2575	0.4224978333
2576	0.4224771423
2577	0.4224598389
2578	0.4224407959
2579	0.4224237061
2580	0.4224104004
2581	0.4223850098
2582	0.4223684692
2583	0.4223503418
2584	0.4223302917
2585	0.422310791
2586	0.4222815552
2587	0.422264679
2588	0.4222506409
2589	0.4222365112
2590	0.4222217407
2591	0.4222018433
2592	0.4221817627
2593	0.4221581116
2594	0.4221421814
2595	0.4221298218
2596	0.4221040039
2597	0.4220856934
2598	0.4220646362
2599	0.4220466919
2600	0.422026947
2601	0.4220117187
2602	0.4219865112
2603	0.421962616
2604	0.421951416
2605	0.4219352112
2606	0.421911438
2607	0.4218895874
2608	0.4218688354
2609	0.4218442993
2610	0.4218214111
2611	0.421796875
2612	0.4217741699
2613	0.4217562561
2614	0.4217361755
2615	0.4217207947
2616	0.4216933899
2617	0.4216734924
2618	0.4216560669
2619	0.4216375732
2620	0.4216225281
2621	0.4216000977
2622	0.4215808411
2623	0.4215584106
2624	0.4215350342
2625	0.4215161743
2626	0.4214972839
2627	0.4214812927
2628	0.4214638062
2629	0.4214514771
2630	0.4214200439
2631	0.4214013367
2632	0.4213822021
2633	0.4213655396
2634	0.4213527222
2635	0.4213327026
2636	0.4213127747
2637	0.42129776
2638	0.4212721863
2639	0.4212459106
2640	0.4212316284
2641	0.421218811
2642	0.4212061768
2643	0.4211858521
2644	0.4211687317
2645	0.4211539307
2646	0.4211398621
2647	0.4211196289
2648	0.4211027832
2649	0.4210851135
2650	0.4210593262
2651	0.4210315552
2652	0.4210073853
2653	0.4209880981
2654	0.4209619751
2655	0.4209400635
2656	0.4209115906
2657	0.4208910522
2658	0.420868042
2659	0.4208463745
2660	0.4208241577
2661	0.4207999268
2662	0.4207836304
2663	0.4207633667
2664	0.4207461243
2665	0.4207236938
2666	0.4207001343
2667	0.4206838379
2668	0.4206604309
2669	0.4206426086
2670	0.4206205444
2671	0.4206018066
2672	0.4205851135
2673	0.4205688171
2674	0.4205540771
2675	0.4205344543
2676	0.4205206909
2677	0.4205001221
2678	0.4204825745
2679	0.4204569397
2680	0.4204353333
2681	0.4204136963
2682	0.4203925476
2683	0.4203717651
2684	0.4203549194
2685	0.4203334351
2686	0.4203125
2687	0.4202935181
2688	0.4202699585
2689	0.4202581177
2690	0.4202414551
2691	0.4202188721
2692	0.4201976929
2693	0.4201810913
2694	0.4201635132
2695	0.4201460571
2696	0.4201232605
2697	0.4201078491
2698	0.4200917053
2699	0.4200757446
2700	0.4200537415
2701	0.4200332031
2702	0.4200143433
2703	0.4199880066
2704	0.4199725342
2705	0.4199450989
2706	0.4199216919
2707	0.4199033508
2708	0.419883728
2709	0.4198572388
2710	0.4198248291
2711	0.4197946167
2712	0.4197744751
2713	0.4197514038
2714	0.4197276001
2715	0.4197096558
2716	0.4196824341
2717	0.4196600952
2718	0.4196473389
2719	0.4196227417
2720	0.4196046143
2721	0.4195752563
2722	0.4195623169
2723	0.4195390015
2724	0.4195124817
2725	0.4194858398
2726	0.41946521
2727	0.4194408569
2728	0.4194246826
2729	0.4194029541
2730	0.4193774414
2731	0.4193548584
2732	0.4193306885
2733	0.4193155518
2734	0.4192922058
2735	0.4192721558
2736	0.4192471924
2737	0.4192227173
2738	0.4192019043
2739	0.4191856079
2740	0.4191668396
2741	0.4191395874
2742	0.4191233521
2743	0.4190992126
2744	0.4190792542
2745	0.4190643311
2746	0.4190385132
2747	0.4190205383
2748	0.4189994812
2749	0.4189791565
2750	0.4189618835
2751	0.4189347229
2752	0.4189187622
2753	0.41890271
2754	0.4188812561
2755	0.4188651733
2756	0.418848938
2757	0.418829895
2758	0.4188082275
2759	0.4187883911
2760	0.4187672729
2761	0.4187462769
2762	0.4187350769
2763	0.4187195129
2764	0.4187007446
2765	0.4186820679
2766	0.4186624146
2767	0.4186367188
2768	0.418617981
2769	0.4186020508
2770	0.4185821228
2771	0.4185641785
2772	0.4185383301
2773	0.418520874
2774	0.4184950562
2775	0.4184727783
2776	0.4184476318
2777	0.4184229736
2778	0.4183973999
2779	0.4183820801
2780	0.4183599243
2781	0.41834375
2782	0.418329895
2783	0.4182990112
2784	0.4182796326
2785	0.4182596741
2786	0.4182419739
2787	0.4182156982
2788	0.4181989136
2789	0.4181766357
2790	0.4181499023
2791	0.4181315002
2792	0.4181217957
2793	0.4180951538
2794	0.4180782166
2795	0.4180546875
2796	0.4180331421
2797	0.4180097046
2798	0.4179940491
2799	0.4179691772
2800	0.4179458008
2801	0.4179192505
2802	0.4178809204
2803	0.4178641357
2804	0.4178443604
2805	0.4178212891
2806	0.4178018188
2807	0.4177832031
2808	0.4177646484
2809	0.4177428589
2810	0.4177262573
2811	0.4177067261
2812	0.4176813354
2813	0.4176594849
2814	0.417640686
2815	0.4176265259
2816	0.4176037903
2817	0.4175803833
2818	0.4175643921
2819	0.4175432129
2820	0.4175232849
2821	0.4174978027
2822	0.4174795837
2823	0.4174589233
2824	0.417444519
2825	0.4174253235
2826	0.4174097595
2827	0.4173865967
2828	0.4173628235
2829	0.4173426514
2830	0.4173200684
2831	0.4173027344
2832	0.4172765503
2833	0.4172592468
2834	0.4172288513
2835	0.4172057495
2836	0.4171881409
2837	0.4171690979
2838	0.4171478577
2839	0.4171288452
2840	0.4171107178
2841	0.4170948792
2842	0.4170774841
2843	0.4170554504
2844	0.417032196
2845	0.4170155945
2846	0.4169848328
2847	0.4169649658
2848	0.4169396362
2849	0.4169172974
2850	0.4168980103
2851	0.4168782959
2852	0.4168643188
2853	0.4168444214
2854	0.4168262939
2855	0.4168037109
2856	0.4167775879
2857	0.416758606
2858	0.4167331543
2859	0.4167060547
2860	0.4166899414
2861	0.4166698608
2862	0.4166538696
2863	0.4166323853
2864	0.4166091003
2865	0.4165922241
2866	0.4165757446
2867	0.416554718
2868	0.4165359802
2869	0.4165118713
2870	0.4164987793
2871	0.4164779663
2872	0.4164627686
2873	0.4164364929
2874	0.4164165344
2875	0.4163916321
2876	0.4163649292
2877	0.4163409729
2878	0.4163252258
2879	0.4163074951
2880	0.4162832642
2881	0.4162603149
2882	0.4162329102
2883	0.4162142944
2884	0.4161859131
2885	0.4161752625
2886	0.4161554565
2887	0.4161328125
2888	0.4161152344
2889	0.4160967407
2890	0.4160722046
2891	0.416053894
2892	0.4160362854
2893	0.4160167236
2894	0.4159956665
2895	0.4159727783
2896	0.4159544678
2897	0.4159365234
2898	0.4159186401
2899	0.4158943176
2900	0.4158740234
2901	0.4158487549
2902	0.4158289795
2903	0.415807373
2904	0.4157926941
2905	0.4157731934
2906	0.4157521973
2907	0.4157389221
2908	0.4157192993
2909	0.415699646
2910	0.4156845093
2911	0.4156691895
2912	0.4156496582
2913	0.4156202393
2914	0.4155949097
2915	0.4155788574
